cluster,height_for_age_zscores,longitude,latitude,malaria_incidence_rate
275,-1.137,-10.75016485,6.284759263,0.864147392090909
276,-1.40757894736842,-10.11153844,7.191653991,1.39870603484211
277,-2.50328571428571,-8.109082748,5.610699545,1.43026896914286
278,-1.06282352941176,-7.645245836,4.582556499,1.33836915911765
279,-1.99175,-9.435675608,7.084077599,1.384849444
280,-0.869052631578947,-7.507654204,5.323968582,1.46095898910526
281,-1.802,-10.39047589,6.154035764,1.01083823772727
282,-1.44836842105263,-7.717959415,4.392157556,1.12782471447368
283,-1.59676470588235,-9.01449968,5.052904678,1.13462653570588
284,-0.568777777777778,-10.74288867,6.284786059,0.941517041888889
286,-1.71366666666667,-10.67801084,6.283196919,0.896034697666667
287,-1.6984,-10.23454201,6.910780037,1.31495821488
288,-1.1826,-8.141244127,6.072375632,1.2041847945
289,-1.48870967741935,-8.577901472,7.057532185,1.48563176222581
290,-1.4545625,-8.991067871,7.226790234,1.2843187821875
291,-2.00688888888889,-7.885272077,5.190871303,1.32444114144444
292,-1.126,-9.471823762,7.007470859,1.2325571774
294,-2.06792307692308,-9.56007509,5.514225782,1.31292926353846
295,-1.63996,-8.758981718,7.022873998,1.47979911344
296,-2.40238888888889,-8.419596606,5.668581534,1.43982746866667
297,-2.046,-8.914344163,5.406537977,1.34191254766667
299,-1.38752631578947,-10.81613588,6.86908952,1.00184890489474
300,-1.09375,-7.679035433,5.193265022,1.369222335375
