elevation,long,lat,log_elevation
14.916683783531024,-7.712890345668471,4.375694610949165,2.7025473403335853
5.359090577747306,-7.667837984264143,4.3756157334087735,1.6789808737733796
8.727112450135861,-7.62278645693663,4.375534144432768,2.1665491322855215
8.518778777821819,-7.577735791871294,4.375449844273063,2.142390375459739
18.22865248933823,-7.802925255733158,4.421068190110852,2.9030495259382936
14.976582018491321,-7.757868594796525,4.42099397413782,2.706554551074541
23.251431180081592,-7.712812711790398,4.420917018116642,3.1464096934518597
21.94473924940528,-7.667757634913694,4.42083732228496,3.0885730090346706
35.235011130106244,-7.622703392362798,4.42075488688887,3.562068603120647
17.70566403249297,-7.577650012331472,4.420669712182917,2.873941067732718
9.427852197706097,-7.847912458822088,4.466364302847478,2.243774371072326
7.405606260587069,-7.802852303783661,4.466292093176678,2.0023723398738076
22.683427551220525,-7.757792898700505,4.466217115089116,3.1216786781147206
27.17001501708274,-7.712734271782481,4.466139368816352,3.3021507807486614
41.0591928909055,-7.667676451237001,4.46605885459849,3.7150391093611823
27.225622169761024,-7.622619465268942,4.465975572684168,3.3041952508735846
26.200119613712808,-7.577563342080559,4.465889523330562,3.265802143201825
5.406464645639832,-7.9379695224142255,4.511726380008114,1.6877803408005567
15.661276111209704,-7.892905179088079,4.51165903006245,2.751255025544421
10.747972890133887,-7.847841529501812,4.511588883115326,2.374810204905123
28.71894700000975,-7.802778601878499,4.511515939383419,3.3575918987747606
19.545747245723398,-7.7577164244389465,4.511440199092029,2.9728088912955513
35.52309849764223,-7.712655025401596,4.5113616624750925,3.570211297099379
43.689002351845396,-7.6675944329824475,4.511280329775172,3.7771192967936336
16.276442686404167,-7.6225346753949585,4.5111962012434486,2.7897802650908377
13.479740806680253,-7.577475780849964,4.511109277139732,2.601262059959318
8.374426484091938,-8.163248617278795,4.557250041425649,2.1253019998882383
6.233487627810122,-8.118178426494039,4.557196142368587,1.8300963989806642
3.500610763278745,-8.073108788472908,4.5571394171960105,1.2532230807071494
3.154779099157525,-8.028039731457183,4.557079866083175,1.14923540660413
12.461787886138662,-7.982971283686823,4.557017489214065,2.5227472352128193
12.240450232892005,-7.937903473399867,4.556952286781389,2.5048277531450265
26.74894600316569,-7.892836328832349,4.556884258986579,3.286532454766733
18.97897947458622,-7.847769878218203,4.556813406039785,2.943384711757921
28.81650335814496,-7.802704149789185,4.5567397281598785,3.3609829580244703
46.81028025345615,-7.757639171774772,4.55666322557445,3.846124204937038
44.76213575938655,-7.712574972402088,4.5565838985198015,3.801384938170053
46.12567168431618,-7.6675115798957965,4.556501747240954,3.831391344182348
32.35030305811038,-7.62244902247803,4.556416771991639,3.4766543001391037
14.443223900982849,-7.577387328368287,4.5563289730343,2.670294604609305
20.317947918554566,-8.253343641058896,4.602579166597372,3.0115538457081907
14.436013911433903,-8.208269598739623,4.602530439463389,2.669795319243106
36.733483593020765,-8.163196052849544,4.60247885772274,3.6037159213450325
10.126103663914483,-8.118123031642615,4.602424421534808,2.3152153606870605
44.47972888884539,-8.07305056337113,4.602367131067802,3.795056036697573
7.656201672576251,-8.027978676285656,4.602306986498736,2.035646600111976
28.684800040541056,-7.982907398634917,4.602243988013444,3.3564022282188852
44.2691072164654,-7.937836758665724,4.602178135806568,3.790309668617453
66.44646084911476,-7.8927667846228795,4.602109430081561,4.196411572978685
47.861464835469526,-7.847697504749088,4.602037871050683,3.8683315821041515
24.542896032793102,-7.802628947284869,4.601963458935005,3.200463189223833
43.31850463466554,-7.757561140468466,4.6018861939644,3.768602987041221
65.03849018860454,-7.712494112535762,4.601806076377544,4.174994626780245
60.38958596693849,-7.667427891720185,4.601723106421918,4.100833231318579
33.250599622533905,-7.622362506252622,4.601637284353801,3.5041028748930527
24.61427839925274,-7.5772979843613335,4.601548610438268,3.2033673232925683
9.456596531883964,-8.343451449105158,4.647898681872153,2.246818284386408
12.184326936585625,-8.29837363941541,4.647855239882341,2.500232517787032
43.62210129414134,-8.253296269780453,4.647808914820412,3.775586856231958
25.512126880214076,-8.208219368466146,4.64775970682953,3.2391930993270464
55.496579147326806,-8.16314296373687,4.647707616061761,4.016339400833969
47.98944653858419,-8.118067083855449,4.647652642678082,3.8710019606525403
25.752987694736543,-8.07299175708304,4.647594786848366,3.2485894770513903
28.76265721788305,-8.02791701167907,4.647534048751393,3.359112688116084
37.20595798147051,-7.982842875901129,4.647470428574843,3.616495786301479
