pm10,long,lat
21.74595642,5.098902559571796,38.25032146583816
21.74595642,5.143818323777772,38.25032146583816
17.46969986,5.188734087983748,38.25032146583816
17.46969986,5.233649852189724,38.25032146583816
13.48310661,5.2785656163957,38.25032146583816
16.94526672,5.009071031159843,38.28558585958915
16.94526672,5.0539867953658195,38.28558585958915
13.53870773,5.098902559571796,38.28558585958915
13.53870773,5.143818323777772,38.28558585958915
12.84882832,5.188734087983748,38.28558585958915
12.84882832,5.233649852189724,38.28558585958915
11.62574863,5.2785656163957,38.28558585958915
11.62574863,5.323481380601676,38.28558585958915
12.3265667,5.368397144807652,38.28558585958915
12.3265667,5.413312909013628,38.28558585958915
12.3265667,5.458228673219605,38.28558585958915
12.3265667,5.50314443742558,38.28558585958915
13.52914429,5.548060201631556,38.28558585958915
13.52914429,5.592975965837533,38.28558585958915
22.06810379,4.9192395027478915,38.320833129326076
22.06810379,4.964155266953868,38.320833129326076
16.94526672,5.009071031159843,38.320833129326076
16.94526672,5.0539867953658195,38.320833129326076
13.53870773,5.098902559571796,38.320833129326076
13.53870773,5.143818323777772,38.320833129326076
12.84882832,5.188734087983748,38.320833129326076
12.84882832,5.233649852189724,38.320833129326076
11.62574863,5.2785656163957,38.320833129326076
11.62574863,5.323481380601676,38.320833129326076
12.3265667,5.368397144807652,38.320833129326076
12.3265667,5.413312909013628,38.320833129326076
12.3265667,5.458228673219605,38.320833129326076
12.3265667,5.50314443742558,38.320833129326076
13.52914429,5.548060201631556,38.320833129326076
13.52914429,5.592975965837533,38.320833129326076
17.68714523,5.637891730043508,38.320833129326076
17.68714523,5.682807494249484,38.320833129326076
14.78509903,5.727723258455461,38.320833129326076
14.78509903,5.772639022661437,38.320833129326076
15.02346516,5.8175547868674125,38.320833129326076
15.02346516,5.862470551073389,38.320833129326076
16.18101692,5.907386315279365,38.320833129326076
17.41383171,4.82940797433594,38.35606327003141
17.41383171,4.874323738541915,38.35606327003141
20.69887924,4.9192395027478915,38.35606327003141
20.69887924,4.964155266953868,38.35606327003141
17.63812065,5.009071031159843,38.35606327003141
17.63812065,5.0539867953658195,38.35606327003141
15.65188789,5.098902559571796,38.35606327003141
15.65188789,5.143818323777772,38.35606327003141
13.27445126,5.188734087983748,38.35606327003141
13.27445126,5.233649852189724,38.35606327003141
11.87760067,5.2785656163957,38.35606327003141
11.87760067,5.323481380601676,38.35606327003141
11.47117329,5.368397144807652,38.35606327003141
11.47117329,5.413312909013628,38.35606327003141
13.39314747,5.458228673219605,38.35606327003141
13.39314747,5.50314443742558,38.35606327003141
15.8372097,5.548060201631556,38.35606327003141
15.8372097,5.592975965837533,38.35606327003141
17.41952133,5.637891730043508,38.35606327003141
